4900.000000000	-0.034413647	0.055127040	-0.002594430	-0.002118021
4901.000000000	-0.005440894	0.090925042	0.002697640	0.001770029
4902.000000000	-0.051266599	0.084348632	0.001413540	0.002138299
4903.000000000	-0.035655635	0.044410198	0.000410278	-0.000095508
4904.000000000	-0.019951588	0.052258840	-0.002587999	0.003110190
4905.000000000	-0.080116314	0.053116208	-0.000125810	0.000711457
4906.000000000	-0.053481484	0.007181924	0.001200441	-0.000111681
4907.000000000	-0.034037013	0.054444336	-0.000228571	-0.000163402
4908.000000000	-0.058575656	0.066057700	0.001359457	0.000792741
4909.000000000	-0.055824079	0.087347479	0.000028199	-0.000404807
4910.000000000	-0.060548330	0.021136177	0.001231863	-0.001704254
4911.000000000	-0.091406834	0.011851621	-0.000631948	0.002003879
4912.000000000	-0.076162594	0.032910883	0.000810919	0.002961295
4913.000000000	-0.033144489	0.024996705	0.002266040	0.001105581
4914.000000000	-0.098766506	0.070850960	-0.000242792	0.003752594
4915.000000000	-0.070675496	0.077216822	0.000906991	-0.000264319
4916.000000000	-0.036262631	0.083602002	0.001086000	0.000561015
4917.000000000	-0.053118212	0.065136754	-0.000861045	-0.001985116
4918.000000000	-0.115731307	0.027797312	0.001880687	-0.000171243
4919.000000000	-0.111625314	0.146549855	-0.005128222	-0.001081096
4920.000000000	-0.053375129	0.030198367	-0.000779175	-0.002900308
4921.000000000	-0.059698902	0.038760873	0.000236007	0.001146514
4922.000000000	-0.005289595	0.032956500	-0.000654895	0.003878746
4923.000000000	-0.057343750	0.066894590	-0.000480586	0.000038164
4924.000000000	-0.088063941	0.041257313	0.001685163	-0.000184644
4925.000000000	-0.095216980	0.077146779	-0.001515615	-0.000297603
4926.000000000	-0.081949606	0.047387642	-0.000370687	0.000344192
4927.000000000	-0.053134379	0.054710923	-0.000859066	-0.002359968
4928.000000000	-0.002209057	0.053196481	0.000343726	0.000385488
4929.000000000	-0.073287213	0.052379075	0.002159941	0.000414627
4930.000000000	-0.054528991	0.086955388	-0.002751444	-0.001712580
4931.000000000	-0.088212426	0.064727346	-0.001801066	0.001580817
4932.000000000	-0.015828467	0.033517362	-0.002835976	0.000443066
4933.000000000	-0.027250053	0.070196651	0.001716041	-0.001708348
4934.000000000	-0.092572083	0.031007724	-0.000530071	-0.003446145
4935.000000000	-0.087124547	0.039417336	-0.000010051	0.000133651
4936.000000000	-0.063717575	0.077834858	0.000626706	0.000647925
4937.000000000	-0.021319626	0.038317180	0.001287765	0.000427343
4938.000000000	-0.069352196	0.017431100	-0.002351931	-0.002304937
4939.000000000	-0.030263997	0.008267444	0.000264054	-0.000012661
4940.000000000	-0.036737069	0.087595051	0.000298050	-0.000281050
4941.000000000	0.011953488	0.026215514	0.001755994	-0.001154422
4942.000000000	-0.054115053	0.007790627	-0.000895943	-0.000945959
4943.000000000	-0.012884261	0.045228401	0.000781238	-0.001933912
4944.000000000	-0.022008968	0.004754174	0.000175964	-0.000443474
