4900.000000000	0.015274357	0.022002311	-0.000849669	-0.002022159
4901.000000000	-0.054784215	0.020585438	-0.001400466	0.000914853
4902.000000000	-0.070962393	0.060792627	0.003100791	-0.000380489
4903.000000000	-0.034050055	0.020165200	0.001337194	-0.001517726
4904.000000000	-0.011729248	0.034224230	0.002255157	-0.000193310
4905.000000000	-0.056017896	0.021450019	0.000411834	0.001776135
4906.000000000	-0.026103684	-0.008866168	0.000551347	-0.000296354
4907.000000000	-0.055686112	-0.012873782	-0.002785259	0.000886545
4908.000000000	-0.044602015	0.043797152	-0.001827602	0.001476951
4909.000000000	-0.073035782	0.011576446	0.000017832	0.000539472
4910.000000000	-0.046806080	0.028565588	0.001150334	-0.002538065
4911.000000000	-0.076416576	-0.002671820	-0.000019160	-0.000686318
4912.000000000	-0.080150563	0.022565694	-0.001030563	-0.000202779
4913.000000000	-0.045828638	0.036293480	0.000479381	0.001980892
4914.000000000	-0.031340910	0.047232318	0.000496591	-0.001103105
4915.000000000	-0.044018335	0.033408054	-0.003271011	0.001546650
4916.000000000	-0.065251157	0.011587816	0.002006143	-0.000270154
4917.000000000	-0.018642785	0.038238104	-0.002388384	-0.000975325
4918.000000000	-0.059716724	-0.004152197	-0.000572852	-0.003075414
4919.000000000	-0.057079292	0.027659855	0.001925840	0.000309162
4920.000000000	-0.009174167	-0.010567738	0.002501572	0.002042412
4921.000000000	-0.047727120	0.029359024	0.000221786	0.000566493
4922.000000000	-0.056447633	-0.002824591	0.002010959	0.000600790
4923.000000000	-0.050862726	0.010629241	0.000724597	-0.000562078
4924.000000000	-0.006414987	0.002918881	0.001514422	0.000532085
4925.000000000	-0.033579586	0.045942956	0.002630946	0.001881938
4926.000000000	-0.013341267	0.035398147	-0.001752402	0.001199768
4927.000000000	-0.011715258	0.018533403	-0.000561281	0.002553119
4928.000000000	-0.071064605	0.037429843	0.001085588	0.000838225
4929.000000000	-0.087111223	0.013626174	0.002219396	-0.000023738
4930.000000000	-0.016551970	0.042376251	-0.000465728	-0.001184927
4931.000000000	-0.034443877	0.024280530	0.002797408	0.000508392
4932.000000000	-0.047365436	0.034052866	-0.000479657	0.002140039
4933.000000000	-0.056904810	0.019219954	-0.001647260	0.003131266
4934.000000000	-0.055853849	0.013262947	-0.001726519	0.003704914
4935.000000000	-0.046751961	0.019828090	-0.000564348	0.000985726
4936.000000000	-0.061454639	0.092756133	-0.000881279	-0.000511312
4937.000000000	-0.029426789	0.033449635	0.000026134	-0.000351821
4938.000000000	-0.031281234	0.039601129	-0.000594983	-0.000397813
4939.000000000	-0.091056620	0.053420825	-0.001105062	0.002654186
4940.000000000	-0.035700190	0.050317688	0.000203947	-0.002283695
4941.000000000	-0.072663859	0.046958312	-0.001560200	-0.000839543
4942.000000000	-0.065566556	0.049500508	-0.001907115	0.003093264
4943.000000000	-0.031963650	0.048031427	0.000193899	-0.001777892
4944.000000000	-0.039009662	0.040180716	0.000440599	0.000037388
4945.000000000	-0.034857666	0.018758228	0.001198770	0.001092869
4946.000000000	-0.041705704	0.039734319	0.000866655	0.000669847
4947.000000000	-0.053041673	0.046086702	0.001426658	0.001528005
4948.000000000	-0.044893723	-0.000741275	0.002875537	0.001637053
4949.000000000	-0.035051926	0.014279579	0.001838555	-0.000803503
4950.000000000	-0.067213267	0.035796435	-0.001922018	0.000630776
4951.000000000	-0.069453464	0.038833912	0.001638124	-0.001238480
4952.000000000	-0.043748053	-0.022311416	-0.003366202	0.003573718
4953.000000000	-0.050347189	0.022002178	0.001001351	-0.005085122
4954.000000000	-0.063178426	0.025005551	-0.001593627	-0.001749179
4955.000000000	-0.098360637	-0.003532080	0.001074073	-0.002377747
4956.000000000	-0.038852058	0.017554408	-0.003938876	-0.000554649
4957.000000000	-0.083153388	-0.006814543	-0.001049264	0.001400298
